"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	10	9492814	0.11 (Unreliable)	0.05	0.19	0.00%
	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	13	9492814	0.14 (Unreliable)	0.07	0.23	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"			1979	9492814	20.85	19.93	21.77	0.30%
"Total"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"					1979	9492814	20.85	19.93	21.77	0.30%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	49	20233316	0.24	0.18	0.32	0.01%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	28	20233316	0.14	0.09	0.20	0.00%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	92	20233316	0.45	0.37	0.56	0.01%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	21	20233316	0.10	0.06	0.16	0.00%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2270	20233316	11.22	10.76	11.68	0.35%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	13	20233316	0.06 (Unreliable)	0.03	0.11	0.00%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	480	20233316	2.37	2.16	2.58	0.07%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	2	20233316	0.01 (Unreliable)	0.00	0.04	0.00%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1139	20233316	5.63	5.30	5.96	0.18%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	52	20233316	0.26	0.19	0.34	0.01%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	33	20233316	0.16	0.11	0.23	0.01%
	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	15	20233316	0.07 (Unreliable)	0.04	0.12	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"			4194	20233316	20.73	20.10	21.36	0.65%
"Total"	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"					4194	20233316	20.73	20.10	21.36	0.65%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	72	22407073	0.32	0.25	0.40	0.01%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	52	22407073	0.23	0.17	0.30	0.01%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	127	22407073	0.57	0.47	0.67	0.02%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	24	22407073	0.11	0.07	0.16	0.00%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2586	22407073	11.54	11.10	11.99	0.40%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	23	22407073	0.10	0.07	0.15	0.00%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	870	22407073	3.88	3.62	4.14	0.13%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1164	22407073	5.19	4.90	5.49	0.18%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	51	22407073	0.23	0.17	0.30	0.01%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	35	22407073	0.16	0.11	0.22	0.01%
	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	15	22407073	0.07 (Unreliable)	0.04	0.11	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"			5019	22407073	22.40	21.78	23.02	0.77%
"Total"	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"					5019	22407073	22.40	21.78	23.02	0.77%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	96	17945514	0.53	0.43	0.65	0.01%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	31	17945514	0.17	0.12	0.25	0.00%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	84	17945514	0.47	0.37	0.58	0.01%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	29	17945514	0.16	0.11	0.23	0.00%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2251	17945514	12.54	12.03	13.06	0.35%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	17945514	0.03 (Unreliable)	0.01	0.07	0.00%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	682	17945514	3.80	3.52	4.09	0.10%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	599	17945514	3.34	3.07	3.61	0.09%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	27	17945514	0.15	0.10	0.22	0.00%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	32	17945514	0.18	0.12	0.25	0.00%
	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	18	17945514	0.10 (Unreliable)	0.06	0.16	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"			3854	17945514	21.48	20.80	22.15	0.59%
"Total"	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"					3854	17945514	21.48	20.80	22.15	0.59%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	35	11399263	0.31	0.21	0.43	0.01%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	17	11399263	0.15 (Unreliable)	0.09	0.24	0.00%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	27	11399263	0.24	0.16	0.34	0.00%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	14	11399263	0.12 (Unreliable)	0.07	0.21	0.00%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1594	11399263	13.98	13.30	14.67	0.25%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	4	11399263	0.04 (Unreliable)	0.01	0.09	0.00%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	263	11399263	2.31	2.03	2.59	0.04%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	266	11399263	2.33	2.05	2.61	0.04%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	12	11399263	0.11 (Unreliable)	0.05	0.18	0.00%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	16	11399263	0.14 (Unreliable)	0.08	0.23	0.00%
	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	11399263	0.06 (Unreliable)	0.02	0.13	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	"Suicide"	"2"			2255	11399263	19.78	18.97	20.60	0.35%
"Total"	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"					2255	11399263	19.78	18.97	20.60	0.35%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	28	8293485	0.34	0.22	0.49	0.00%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	17	8293485	0.20 (Unreliable)	0.12	0.33	0.00%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fall"	"GRINJ-003"	37	8293485	0.45	0.31	0.61	0.01%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	8	8293485	0.10 (Unreliable)	0.04	0.19	0.00%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1615	8293485	19.47	18.52	20.42	0.25%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	8293485	0.01 (Unreliable)	0.00	0.07	0.00%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	139	8293485	1.68	1.40	1.95	0.02%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	180	8293485	2.17	1.85	2.49	0.03%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	10	8293485	0.12 (Unreliable)	0.06	0.22	0.00%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	10	8293485	0.12 (Unreliable)	0.06	0.22	0.00%
	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	6	8293485	0.07 (Unreliable)	0.03	0.16	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	"Suicide"	"2"			2051	8293485	24.73	23.66	25.80	0.32%
"Total"	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"					2051	8293485	24.73	23.66	25.80	0.32%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	24	4813716	0.50	0.32	0.74	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	17	4813716	0.35 (Unreliable)	0.21	0.57	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fall"	"GRINJ-003"	32	4813716	0.66	0.45	0.94	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	4813716	0.02 (Unreliable)	0.00	0.12	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1499	4813716	31.14	29.56	32.72	0.23%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	4813716	0.02 (Unreliable)	0.00	0.12	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	118	4813716	2.45	2.01	2.89	0.02%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	151	4813716	3.14	2.64	3.64	0.02%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	7	4813716	0.15 (Unreliable)	0.06	0.30	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	13	4813716	0.27 (Unreliable)	0.14	0.46	0.00%
	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	5	4813716	0.10 (Unreliable)	0.03	0.24	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	"Suicide"	"2"			1868	4813716	38.81	37.05	40.57	0.29%
"Total"	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"					1868	4813716	38.81	37.05	40.57	0.29%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	9	1193310	0.75 (Unreliable)	0.34	1.43	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	12	1193310	1.01 (Unreliable)	0.52	1.76	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	14	1193310	1.17 (Unreliable)	0.64	1.97	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	2	1193310	0.17 (Unreliable)	0.02	0.61	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	496	1193310	41.57	37.91	45.22	0.08%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	1193310	0.08 (Unreliable)	0.00	0.47	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	62	1193310	5.20	3.98	6.66	0.01%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	1193310	0.08 (Unreliable)	0.00	0.47	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	79	1193310	6.62	5.24	8.25	0.01%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	1193310	0.17 (Unreliable)	0.02	0.61	0.00%
	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	1193310	0.25 (Unreliable)	0.05	0.73	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	"Suicide"	"2"			681	1193310	57.07	52.78	61.35	0.10%
"Total"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"					681	1193310	57.07	52.78	61.35	0.10%
	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	3	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Fall"	"GRINJ-003"	2	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	5	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	4	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	1	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	"Suicide"	"2"			16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"					16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.00%
"Total"	"1999"	"1999"	"Male"	"M"							23458	136802873	17.15	16.93	17.37	3.61%
"Total"	"1999"	"1999"									29199	279040168	10.46	10.34	10.58	4.49%
	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1	10026228	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	"Suicide"	"2"			1	10026228	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"					1	10026228	0.01 (Unreliable)	0.00	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Fall"	"GRINJ-003"	1	10007875	0.01 (Unreliable)	0.00	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	20	10007875	0.20	0.12	0.31	0.00%
	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	7	10007875	0.07 (Unreliable)	0.03	0.14	0.00%
	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	33	10007875	0.33	0.23	0.46	0.01%
	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	1	10007875	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	"Suicide"	"2"			62	10007875	0.62	0.47	0.79	0.01%
"Total"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"					62	10007875	0.62	0.47	0.79	0.01%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	1	9828886	0.01 (Unreliable)	0.00	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	8	9828886	0.08 (Unreliable)	0.04	0.16	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	9828886	0.01 (Unreliable)	0.00	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	104	9828886	1.06	0.85	1.26	0.02%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	4	9828886	0.04 (Unreliable)	0.01	0.10	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	41	9828886	0.42	0.30	0.57	0.01%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	9828886	0.01 (Unreliable)	0.00	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	100	9828886	1.02	0.82	1.22	0.02%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	5	9828886	0.05 (Unreliable)	0.02	0.12	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	9828886	0.02 (Unreliable)	0.00	0.07	0.00%
	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	9828886	0.03 (Unreliable)	0.01	0.09	0.00%
"Total"	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	"Suicide"	"2"			270	9828886	2.75	2.42	3.07	0.04%
"Total"	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"					270	9828886	2.75	2.42	3.07	0.04%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	7	9276187	0.08 (Unreliable)	0.03	0.16	0.00%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	20	9276187	0.22	0.13	0.33	0.00%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	3	9276187	0.03 (Unreliable)	0.01	0.09	0.00%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	120	9276187	1.29	1.06	1.53	0.02%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	9276187	0.02 (Unreliable)	0.00	0.08	0.00%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	65	9276187	0.70	0.54	0.89	0.01%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	72	9276187	0.78	0.61	0.98	0.01%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	9	9276187	0.10 (Unreliable)	0.04	0.18	0.00%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	9276187	0.01 (Unreliable)	0.00	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	9276187	0.01 (Unreliable)	0.00	0.06	0.00%
"Total"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"			300	9276187	3.23	2.87	3.60	0.05%
"Total"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"					300	9276187	3.23	2.87	3.60	0.05%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	10	19771195	0.05 (Unreliable)	0.02	0.09	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	10	19771195	0.05 (Unreliable)	0.02	0.09	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	28	19771195	0.14	0.09	0.20	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	5	19771195	0.03 (Unreliable)	0.01	0.06	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	330	19771195	1.67	1.49	1.85	0.05%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	19771195	0.01 (Unreliable)	0.00	0.04	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	281	19771195	1.42	1.26	1.59	0.04%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	167	19771195	0.84	0.72	0.97	0.03%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	11	19771195	0.06 (Unreliable)	0.03	0.10	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	4	19771195	0.02 (Unreliable)	0.01	0.05	0.00%
	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	6	19771195	0.03 (Unreliable)	0.01	0.07	0.00%
"Total"	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"			854	19771195	4.32	4.03	4.61	0.13%
"Total"	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"					854	19771195	4.32	4.03	4.61	0.13%
	"2000"	"2000"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	15	22700729	0.07 (Unreliable)	0.04	0.11	0.00%
	"2000"	"2000"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	20	22700729	0.09	0.05	0.14	0.00%
	"2000"	"2000"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	30	22700729	0.13	0.09	0.19	0.00%
	"2000"	"2000"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	8	22700729	0.04 (Unreliable)	0.02	0.07	0.00%
