"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Jul., 2009"	"2009/07"	"Non-Injury, no intent classified"	"9"	178791	Not Applicable	Not Applicable	0.40%
"Total"	"2009"	"2009"	"Jul., 2009"	"2009/07"			194584	Not Applicable	Not Applicable	0.43%
	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Unintentional"	"1"	10272	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Suicide"	"2"	3305	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Homicide"	"3"	1512	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Undetermined "	"4"	433	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Legal Intervention / Operations of War"	"5"	30	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Aug., 2009"	"2009/08"	"Non-Injury, no intent classified"	"9"	176931	Not Applicable	Not Applicable	0.39%
"Total"	"2009"	"2009"	"Aug., 2009"	"2009/08"			192483	Not Applicable	Not Applicable	0.43%
	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Unintentional"	"1"	9541	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Suicide"	"2"	3265	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Homicide"	"3"	1347	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Undetermined "	"4"	425	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Sep., 2009"	"2009/09"	"Non-Injury, no intent classified"	"9"	175098	Not Applicable	Not Applicable	0.39%
"Total"	"2009"	"2009"	"Sep., 2009"	"2009/09"			189714	Not Applicable	Not Applicable	0.42%
	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Unintentional"	"1"	9795	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Suicide"	"2"	3126	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Homicide"	"3"	1389	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Undetermined "	"4"	404	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Oct., 2009"	"2009/10"	"Non-Injury, no intent classified"	"9"	192546	Not Applicable	Not Applicable	0.43%
"Total"	"2009"	"2009"	"Oct., 2009"	"2009/10"			207291	Not Applicable	Not Applicable	0.46%
	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Unintentional"	"1"	9484	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Suicide"	"2"	2833	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Homicide"	"3"	1381	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Undetermined "	"4"	423	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Legal Intervention / Operations of War"	"5"	40	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Nov., 2009"	"2009/11"	"Non-Injury, no intent classified"	"9"	187186	Not Applicable	Not Applicable	0.42%
"Total"	"2009"	"2009"	"Nov., 2009"	"2009/11"			201347	Not Applicable	Not Applicable	0.45%
	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Unintentional"	"1"	9916	Not Applicable	Not Applicable	0.02%
	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Suicide"	"2"	2847	Not Applicable	Not Applicable	0.01%
	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Homicide"	"3"	1352	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Undetermined "	"4"	411	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Legal Intervention / Operations of War"	"5"	45	Not Applicable	Not Applicable	0.00%
	"2009"	"2009"	"Dec., 2009"	"2009/12"	"Non-Injury, no intent classified"	"9"	203253	Not Applicable	Not Applicable	0.45%
"Total"	"2009"	"2009"	"Dec., 2009"	"2009/12"			217824	Not Applicable	Not Applicable	0.48%
"Total"	"2009"	"2009"					2437163	Not Applicable	Not Applicable	5.43%
	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Unintentional"	"1"	9876	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Suicide"	"2"	3066	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Homicide"	"3"	1311	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Undetermined "	"4"	412	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jan., 2010"	"2010/01"	"Non-Injury, no intent classified"	"9"	208085	Not Applicable	Not Applicable	0.46%
"Total"	"2010"	"2010"	"Jan., 2010"	"2010/01"			222783	Not Applicable	Not Applicable	0.50%
	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Unintentional"	"1"	8873	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Suicide"	"2"	2785	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Homicide"	"3"	1049	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Undetermined "	"4"	398	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Feb., 2010"	"2010/02"	"Non-Injury, no intent classified"	"9"	187085	Not Applicable	Not Applicable	0.42%
"Total"	"2010"	"2010"	"Feb., 2010"	"2010/02"			200226	Not Applicable	Not Applicable	0.45%
	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Unintentional"	"1"	9756	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Suicide"	"2"	3251	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Homicide"	"3"	1298	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Undetermined "	"4"	438	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Legal Intervention / Operations of War"	"5"	47	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Mar., 2010"	"2010/03"	"Non-Injury, no intent classified"	"9"	204144	Not Applicable	Not Applicable	0.45%
"Total"	"2010"	"2010"	"Mar., 2010"	"2010/03"			218934	Not Applicable	Not Applicable	0.49%
	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Unintentional"	"1"	9808	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Suicide"	"2"	3238	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Homicide"	"3"	1379	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Undetermined "	"4"	430	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Legal Intervention / Operations of War"	"5"	31	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Apr., 2010"	"2010/04"	"Non-Injury, no intent classified"	"9"	187401	Not Applicable	Not Applicable	0.42%
"Total"	"2010"	"2010"	"Apr., 2010"	"2010/04"			202287	Not Applicable	Not Applicable	0.45%
	"2010"	"2010"	"May, 2010"	"2010/05"	"Unintentional"	"1"	10379	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"May, 2010"	"2010/05"	"Suicide"	"2"	3419	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"May, 2010"	"2010/05"	"Homicide"	"3"	1448	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"May, 2010"	"2010/05"	"Undetermined "	"4"	413	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"May, 2010"	"2010/05"	"Legal Intervention / Operations of War"	"5"	40	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"May, 2010"	"2010/05"	"Non-Injury, no intent classified"	"9"	188228	Not Applicable	Not Applicable	0.42%
"Total"	"2010"	"2010"	"May, 2010"	"2010/05"			203927	Not Applicable	Not Applicable	0.45%
	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Unintentional"	"1"	10021	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Suicide"	"2"	3286	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Homicide"	"3"	1425	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Undetermined "	"4"	394	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jun., 2010"	"2010/06"	"Non-Injury, no intent classified"	"9"	177315	Not Applicable	Not Applicable	0.39%
"Total"	"2010"	"2010"	"Jun., 2010"	"2010/06"			192477	Not Applicable	Not Applicable	0.43%
	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Unintentional"	"1"	10919	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Suicide"	"2"	3450	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Homicide"	"3"	1537	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Undetermined "	"4"	411	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Legal Intervention / Operations of War"	"5"	34	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Jul., 2010"	"2010/07"	"Non-Injury, no intent classified"	"9"	182620	Not Applicable	Not Applicable	0.41%
"Total"	"2010"	"2010"	"Jul., 2010"	"2010/07"			198971	Not Applicable	Not Applicable	0.44%
	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Unintentional"	"1"	10728	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Suicide"	"2"	3447	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Homicide"	"3"	1474	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Undetermined "	"4"	386	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Aug., 2010"	"2010/08"	"Non-Injury, no intent classified"	"9"	180838	Not Applicable	Not Applicable	0.40%
"Total"	"2010"	"2010"	"Aug., 2010"	"2010/08"			196906	Not Applicable	Not Applicable	0.44%
	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Unintentional"	"1"	9955	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Suicide"	"2"	3153	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Homicide"	"3"	1368	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Undetermined "	"4"	393	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Legal Intervention / Operations of War"	"5"	35	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Sep., 2010"	"2010/09"	"Non-Injury, no intent classified"	"9"	178225	Not Applicable	Not Applicable	0.40%
"Total"	"2010"	"2010"	"Sep., 2010"	"2010/09"			193129	Not Applicable	Not Applicable	0.43%
	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Unintentional"	"1"	10413	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Suicide"	"2"	3233	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Homicide"	"3"	1393	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Undetermined "	"4"	419	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Oct., 2010"	"2010/10"	"Non-Injury, no intent classified"	"9"	191355	Not Applicable	Not Applicable	0.43%
"Total"	"2010"	"2010"	"Oct., 2010"	"2010/10"			206851	Not Applicable	Not Applicable	0.46%
	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Unintentional"	"1"	9898	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Suicide"	"2"	2992	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Homicide"	"3"	1307	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Undetermined "	"4"	397	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Legal Intervention / Operations of War"	"5"	26	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Nov., 2010"	"2010/11"	"Non-Injury, no intent classified"	"9"	191508	Not Applicable	Not Applicable	0.43%
"Total"	"2010"	"2010"	"Nov., 2010"	"2010/11"			206128	Not Applicable	Not Applicable	0.46%
	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Unintentional"	"1"	10233	Not Applicable	Not Applicable	0.02%
	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Suicide"	"2"	3044	Not Applicable	Not Applicable	0.01%
	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Homicide"	"3"	1270	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Undetermined "	"4"	417	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Legal Intervention / Operations of War"	"5"	32	Not Applicable	Not Applicable	0.00%
	"2010"	"2010"	"Dec., 2010"	"2010/12"	"Non-Injury, no intent classified"	"9"	210820	Not Applicable	Not Applicable	0.47%
"Total"	"2010"	"2010"	"Dec., 2010"	"2010/12"			225816	Not Applicable	Not Applicable	0.50%
"Total"	"2010"	"2010"					2468435	Not Applicable	Not Applicable	5.50%
	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Unintentional"	"1"	10214	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Suicide"	"2"	3155	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Homicide"	"3"	1303	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Undetermined "	"4"	444	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Legal Intervention / Operations of War"	"5"	48	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jan., 2011"	"2011/01"	"Non-Injury, no intent classified"	"9"	218526	Not Applicable	Not Applicable	0.49%
"Total"	"2011"	"2011"	"Jan., 2011"	"2011/01"			233690	Not Applicable	Not Applicable	0.52%
	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Unintentional"	"1"	9500	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Suicide"	"2"	2778	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Homicide"	"3"	1023	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Undetermined "	"4"	421	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Legal Intervention / Operations of War"	"5"	36	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Feb., 2011"	"2011/02"	"Non-Injury, no intent classified"	"9"	198025	Not Applicable	Not Applicable	0.44%
"Total"	"2011"	"2011"	"Feb., 2011"	"2011/02"			211783	Not Applicable	Not Applicable	0.47%
	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Unintentional"	"1"	10262	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Suicide"	"2"	3392	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Homicide"	"3"	1249	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Undetermined "	"4"	455	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Legal Intervention / Operations of War"	"5"	44	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Mar., 2011"	"2011/03"	"Non-Injury, no intent classified"	"9"	209792	Not Applicable	Not Applicable	0.47%
"Total"	"2011"	"2011"	"Mar., 2011"	"2011/03"			225194	Not Applicable	Not Applicable	0.50%
	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Unintentional"	"1"	10589	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Suicide"	"2"	3446	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Homicide"	"3"	1367	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Undetermined "	"4"	405	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Legal Intervention / Operations of War"	"5"	43	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Apr., 2011"	"2011/04"	"Non-Injury, no intent classified"	"9"	192438	Not Applicable	Not Applicable	0.43%
"Total"	"2011"	"2011"	"Apr., 2011"	"2011/04"			208288	Not Applicable	Not Applicable	0.46%
	"2011"	"2011"	"May, 2011"	"2011/05"	"Unintentional"	"1"	10893	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"May, 2011"	"2011/05"	"Suicide"	"2"	3466	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"May, 2011"	"2011/05"	"Homicide"	"3"	1467	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"May, 2011"	"2011/05"	"Undetermined "	"4"	395	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"May, 2011"	"2011/05"	"Legal Intervention / Operations of War"	"5"	42	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"May, 2011"	"2011/05"	"Non-Injury, no intent classified"	"9"	192093	Not Applicable	Not Applicable	0.43%
"Total"	"2011"	"2011"	"May, 2011"	"2011/05"			208356	Not Applicable	Not Applicable	0.46%
	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Unintentional"	"1"	10553	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Suicide"	"2"	3355	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Homicide"	"3"	1368	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Undetermined "	"4"	376	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Legal Intervention / Operations of War"	"5"	37	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jun., 2011"	"2011/06"	"Non-Injury, no intent classified"	"9"	181641	Not Applicable	Not Applicable	0.40%
"Total"	"2011"	"2011"	"Jun., 2011"	"2011/06"			197330	Not Applicable	Not Applicable	0.44%
	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Unintentional"	"1"	11704	Not Applicable	Not Applicable	0.03%
	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Suicide"	"2"	3573	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Homicide"	"3"	1605	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Undetermined "	"4"	423	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Legal Intervention / Operations of War"	"5"	38	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Jul., 2011"	"2011/07"	"Non-Injury, no intent classified"	"9"	184748	Not Applicable	Not Applicable	0.41%
"Total"	"2011"	"2011"	"Jul., 2011"	"2011/07"			202091	Not Applicable	Not Applicable	0.45%
	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Unintentional"	"1"	10955	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Suicide"	"2"	3498	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Homicide"	"3"	1443	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Undetermined "	"4"	392	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Legal Intervention / Operations of War"	"5"	33	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Aug., 2011"	"2011/08"	"Non-Injury, no intent classified"	"9"	184183	Not Applicable	Not Applicable	0.41%
"Total"	"2011"	"2011"	"Aug., 2011"	"2011/08"			200504	Not Applicable	Not Applicable	0.45%
	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Unintentional"	"1"	10176	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Suicide"	"2"	3332	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Homicide"	"3"	1386	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Undetermined "	"4"	369	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Legal Intervention / Operations of War"	"5"	41	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Sep., 2011"	"2011/09"	"Non-Injury, no intent classified"	"9"	180077	Not Applicable	Not Applicable	0.40%
"Total"	"2011"	"2011"	"Sep., 2011"	"2011/09"			195381	Not Applicable	Not Applicable	0.44%
	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Unintentional"	"1"	10767	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Suicide"	"2"	3306	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Homicide"	"3"	1385	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Undetermined "	"4"	370	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Legal Intervention / Operations of War"	"5"	44	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Oct., 2011"	"2011/10"	"Non-Injury, no intent classified"	"9"	192102	Not Applicable	Not Applicable	0.43%
"Total"	"2011"	"2011"	"Oct., 2011"	"2011/10"			207974	Not Applicable	Not Applicable	0.46%
	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Unintentional"	"1"	10311	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Suicide"	"2"	3136	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Homicide"	"3"	1284	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Undetermined "	"4"	340	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Legal Intervention / Operations of War"	"5"	42	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Nov., 2011"	"2011/11"	"Non-Injury, no intent classified"	"9"	191026	Not Applicable	Not Applicable	0.43%
"Total"	"2011"	"2011"	"Nov., 2011"	"2011/11"			206139	Not Applicable	Not Applicable	0.46%
	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Unintentional"	"1"	10514	Not Applicable	Not Applicable	0.02%
	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Suicide"	"2"	3081	Not Applicable	Not Applicable	0.01%
	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Homicide"	"3"	1358	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Undetermined "	"4"	383	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Legal Intervention / Operations of War"	"5"	49	Not Applicable	Not Applicable	0.00%
	"2011"	"2011"	"Dec., 2011"	"2011/12"	"Non-Injury, no intent classified"	"9"	203343	Not Applicable	Not Applicable	0.45%
"Total"	"2011"	"2011"	"Dec., 2011"	"2011/12"			218728	Not Applicable	Not Applicable	0.49%
"Total"	"2011"	"2011"					2515458	Not Applicable	Not Applicable	5.60%
	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Unintentional"	"1"	10496	Not Applicable	Not Applicable	0.02%
	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Suicide"	"2"	3308	Not Applicable	Not Applicable	0.01%
	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Homicide"	"3"	1330	Not Applicable	Not Applicable	0.00%
	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Undetermined "	"4"	391	Not Applicable	Not Applicable	0.00%
	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Legal Intervention / Operations of War"	"5"	43	Not Applicable	Not Applicable	0.00%
	"2012"	"2012"	"Jan., 2012"	"2012/01"	"Non-Injury, no intent classified"	"9"	209800	Not Applicable	Not Applicable	0.47%
"Total"	"2012"	"2012"	"Jan., 2012"	"2012/01"			225368	Not Applicable	Not Applicable	0.50%
	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Unintentional"	"1"	9816	Not Applicable	Not Applicable	0.02%
	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Suicide"	"2"	3094	Not Applicable	Not Applicable	0.01%
	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Homicide"	"3"	1103	Not Applicable	Not Applicable	0.00%
	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Undetermined "	"4"	385	Not Applicable	Not Applicable	0.00%
	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Legal Intervention / Operations of War"	"5"	39	Not Applicable	Not Applicable	0.00%
	"2012"	"2012"	"Feb., 2012"	"2012/02"	"Non-Injury, no intent classified"	"9"	194525	Not Applicable	Not Applicable	0.43%
"Total"	"2012"	"2012"	"Feb., 2012"	"2012/02"			208962	Not Applicable	Not Applicable	0.47%
	"2012"	"2012"	"Mar., 2012"	"2012/03"	"Unintentional"	"1"	10651	Not Applicable	Not Applicable	0.02%
